iter	RMSE
131	0.6673711781
132	0.66551669
133	0.6630494847
134	0.6600837742
135	0.659341833
136	0.6572195763
137	0.6568551413
138	0.6548451402
139	0.6532868491
140	0.6518287982
141	0.6505083182
142	0.648220587
143	0.645922982
144	0.6450496253
145	0.6433745791
146	0.642273133
147	0.6409527506
148	0.6390954806
149	0.637376259
150	0.6363237679
151	0.6345434624
152	0.6334043292
153	0.6317621339
154	0.6304504947
155	0.6292173412
156	0.6285946372
157	0.6271686364
158	0.6262276491
159	0.6244843768
160	0.6211622179
161	0.6202276715
162	0.6197997866
163	0.6175474259
164	0.6159941359
165	0.6149045686
166	0.6130911725
167	0.6108129214
168	0.6092141329
169	0.6081171238
170	0.6054125194
171	0.6035309447
172	0.60222323
173	0.6019226261
174	0.5995081751
175	0.5979824273
176	0.5954542302
177	0.594317449
178	0.5922773234
179	0.5912937918
180	0.5895049197
181	0.5881765369
182	0.5874326268
183	0.5861275902
184	0.5844375578
185	0.5821680787
186	0.5806204695
187	0.5799818751
188	0.5780545349
189	0.5758497226
190	0.5754431247
191	0.5750711148
192	0.5736278941
193	0.5721774465
194	0.571658592
195	0.5701617458
196	0.568382531
197	0.5669692365
198	0.5657200835
199	0.5645072903
200	0.5639339678
201	0.5634278049
202	0.5615394861
203	0.5610603916
204	0.5594892813
205	0.5578489113
206	0.5558933885
207	0.5543907484
208	0.553433265
209	0.5521485255
210	0.5509555488
211	0.5499108904
212	0.5475998679
213	0.5466354869
214	0.5455536336
215	0.5452716128
216	0.5429398707
217	0.5411534918
218	0.5407497373
219	0.5401004282
220	0.5389793838
221	0.5373290303
222	0.5359308525
223	0.5354379704
224	0.5329136646
225	0.5316802766
226	0.5305334125
227	0.5296155548
228	0.5282484408
229	0.5276949083
230	0.527193277
231	0.5258194086
232	0.5245196882
233	0.5232693182
234	0.5217346138
235	0.5213932502
236	0.5206373971
237	0.5199777761
238	0.5189994359
239	0.5181712123
240	0.5165833446
241	0.5151083459
242	0.5144614528
243	0.5130976381
244	0.5122558192
245	0.5117300279
246	0.511363232
247	0.5109589019
248	0.5093362329
249	0.5083993501
250	0.5072990051
251	0.506543316
252	0.5049956429
253	0.5034087588
254	0.501404859
255	0.5003604487
256	0.4987324497
257	0.4973662032
258	0.4961861501
259	0.4944030019
260	0.4933260598
261	0.4929066316
262	0.4910231727
263	0.4895893587
264	0.4886717842
265	0.4874746552
266	0.4855649347
267	0.4842951895
268	0.4838865009
269	0.483565201
270	0.4816200436
271	0.480972591
272	0.4800166205
273	0.4778069075
274	0.476937295
275	0.4754777108
276	0.4741233272
277	0.4729603272
278	0.4709994507
279	0.4691487148
280	0.469013631
281	0.4680330873
282	0.4663853464
283	0.4654854589
284	0.4647531108
285	0.4637778847
286	0.4628512522
287	0.4621629721
288	0.4618818939
289	0.4604944232
290	0.4585755495
291	0.4583304076
292	0.4577268363
293	0.4570095416
294	0.4560619251
295	0.4544362791
296	0.4533430671
297	0.4513513468
298	0.4502010562
299	0.4500934942
300	0.448024149
301	0.4467290983
302	0.4454358268
303	0.4446818563
304	0.4438952592
305	0.4437915874
306	0.442265797
307	0.4402315548
308	0.438331859
309	0.4375010959
310	0.4370648759
311	0.4357738611
312	0.4345424038
313	0.4330606523
314	0.4324102086
315	0.4306249651
316	0.4291081539
317	0.4276536066
318	0.4274146646
319	0.4271534072
320	0.4262634679
321	0.4255661922
322	0.4246901473
323	0.4229799232
324	0.4229126279
325	0.421406223
326	0.4212655883
327	0.4203518978
328	0.4202656918
329	0.4190578968
330	0.4178676491
331	0.4171744739
332	0.4157903303
333	0.4146616833
334	0.4131941921
335	0.4124625922
336	0.411911223
337	0.4107134782
338	0.410024569
339	0.408463084
340	0.4073480369
341	0.4067503457
342	0.4057826468
343	0.404000866
344	0.4032115319
345	0.4020283252
346	0.4014166755
347	0.4008950952
348	0.3998203098
349	0.3984329537
350	0.3974945367
351	0.3957030883
352	0.3939442197
353	0.3931195706
354	0.3916248273
355	0.3901041671
356	0.3900418443
357	0.3883852071
358	0.3869332766
359	0.3856319892
360	0.3850051717
361	0.383867232
362	0.3831404057
363	0.3816850819
364	0.3805870876
365	0.3795474944
366	0.3781960843
367	0.3769748382
368	0.375919422
369	0.3752553552
370	0.3739028482
371	0.3732074723
372	0.3717287946
373	0.3713682476
374	0.3701141531
375	0.368935377
376	0.3687370017
377	0.3671475948
378	0.3654735292
379	0.3647128341
380	0.3642857415
381	0.3637372071
382	0.3632381721
383	0.3628781141
384	0.3614280262
385	0.3599937423
386	0.3586486111
387	0.3572878426
388	0.3561550538
389	0.3549491574
390	0.3535418296
391	0.3521370612
392	0.3508303141
393	0.350173513
394	0.3487367763
395	0.3475602077
396	0.3466348087
397	0.3458559338
398	0.3456022174
399	0.344827484
400	0.3438058378
401	0.3429646387
402	0.341672864
403	0.3403762996
404	0.339405406
405	0.338091508
406	0.3369977722
407	0.3364820258
408	0.3359162356
409	0.3347080641
410	0.334216497
411	0.3334647809
412	0.3321447574
413	0.3311343566
414	0.3302589714
415	0.329322546
416	0.3288465491
417	0.327545
418	0.3265571626
419	0.3262413592
420	0.3251411497
421	0.3239001638
422	0.3228199546
423	0.3219659181
424	0.3203959469
425	0.3192305422
426	0.318146646
427	0.3169580662
428	0.3157711444
429	0.3149428296
430	0.3145218472
431	0.3135304182
432	0.3126915367
433	0.3114944817
434	0.3105733214
435	0.3095195468
436	0.3085745753
437	0.3075255716
438	0.3063613281
439	0.3055658683
440	0.3043585379
441	0.3034660467
442	0.3024661615
443	0.3011473295
444	0.3000066349
445	0.2987315902
446	0.2977716955
447	0.2964607154
448	0.29575557
449	0.2950250921
450	0.2944225203
451	0.2934757834
452	0.2925975391
453	0.291715919
454	0.291347232
455	0.2905603323
456	0.2893655754
457	0.2885241706
458	0.2875711937
459	0.2862522428
460	0.2850976984
461	0.2845437394
462	0.2841880142
463	0.2834422149
464	0.2827063962
465	0.2820513014
466	0.2813789029
467	0.2808183944
468	0.2797761489
469	0.2788309201
470	0.2780440883
471	0.2772011001
472	0.2765904738
473	0.2756513614
474	0.2749951494
475	0.2741135647
476	0.2732920458
477	0.2724078566
478	0.2720645328
479	0.2712374323
480	0.2706127893
481	0.2691978529
482	0.2689751644
483	0.2681706055
484	0.2675433643
485	0.2665702067
486	0.2660070883
487	0.265512161
488	0.2647403465
489	0.2639654333
490	0.2630273052
491	0.2622392397
492	0.2616026519
493	0.2606842489
494	0.2599182447
495	0.2592554258
496	0.2582920721
497	0.2576554988
498	0.2565939615
499	0.2558261706
500	0.2553666553
501	0.2547378412
502	0.2539956379
503	0.2532753973
504	0.2526331795
505	0.2516366768
506	0.2507283893
507	0.2504058423
508	0.249464223
509	0.2489238975
510	0.2481744013
511	0.2474393055
512	0.2466237084
513	0.2462043172
514	0.2457759855
515	0.2453948764
516	0.2445657162
517	0.2438140267
518	0.242853561
519	0.2423429533
520	0.2417570187
521	0.2413424631
522	0.2408760898
523	0.2403280548
524	0.2398511464
525	0.2391453787
526	0.2384025601
527	0.2379862194
528	0.2373922087
529	0.2365697682
530	0.2359966068
531	0.2351797316
532	0.2346600664
533	0.2342844344
534	0.2333992089
535	0.232480637
536	0.2316806432
537	0.2309764898
538	0.2305378495
539	0.229606679
540	0.2291153316
541	0.2283902555
542	0.2279086904
543	0.2275379545
544	0.2265273086
545	0.2257932548
546	0.2251562676
547	0.2245258978
548	0.2240636042
549	0.2232472822
550	0.2224487748
551	0.2217799307
552	0.2214072491
553	0.2209746702
554	0.2202303022
555	0.2197892568
556	0.2192634629
557	0.2183908482
558	0.2179459844
559	0.2174274332
560	0.2165951132
561	0.2163097621
562	0.2158176147
563	0.2152320636
564	0.2144578892
565	0.2142515875
566	0.2137129239
567	0.2131200458
568	0.2124485739
569	0.2121118176
570	0.2116769853
571	0.2112849796
572	0.2108860805
573	0.2099833714
574	0.2093743531
575	0.2091821708
576	0.2086327316
577	0.2081574973
578	0.2076326252
579	0.2070607536
580	0.206776294
581	0.2060444345
582	0.2050127332
583	0.2043952888
584	0.2038087392
585	0.2033447366
586	0.202734065
587	0.2025343257
588	0.2021425075
589	0.201990118
590	0.2015753973
591	0.2010186557
592	0.2004169491
593	0.1999387312
594	0.199641859
595	0.198967789
596	0.1985275922
597	0.1978858305
598	0.1974731924
599	0.1971761031
600	0.1963497283
601	0.1955846793
602	0.1953323341
603	0.195054645
604	0.1944024249
605	0.1940526129
606	0.1934248903
607	0.1928372842
608	0.1921607477
609	0.1915338587
610	0.190833145
611	0.1902767809
612	0.1899360289
613	0.1894409746
614	0.1891470081
615	0.1883848127
616	0.1878786332
617	0.1873393997
618	0.1866054597
619	0.1859337158
620	0.1851857333
621	0.1849138105
622	0.1843393861
623	0.1836988543
624	0.1833326276
625	0.1827503551
626	0.1822319336
627	0.1816219945
628	0.1811754799
629	0.1808609107
630	0.1804813465
631	0.1803071336
632	0.1798869008
633	0.179358621
634	0.1786367888
635	0.1782492623
636	0.1777872297
637	0.1773616931
638	0.1768814218
639	0.176302366
640	0.1759049249
641	0.1755992253
642	0.1750024023
643	0.1748719925
644	0.1744709284
645	0.1741329131
646	0.1736317859
647	0.1730869647
648	0.1723937098
649	0.1720535603
650	0.171688285
651	0.1712472392
652	0.1708302756
653	0.1700328804
654	0.1694970193
655	0.1687822038
656	0.1684005612
657	0.1679765735
658	0.1676429861
659	0.1670381576
660	0.1667988565
661	0.166452684
662	0.1660472088
663	0.1655072023
664	0.1649930972
665	0.1648743001
666	0.1645694504
667	0.1641620101
668	0.1636070332
669	0.1633614572
670	0.1628587889
671	0.1624406767
672	0.1623188734
673	0.1615832177
674	0.1611657773
675	0.1608354614
676	0.1601946563
677	0.1595446214
678	0.1591842883
679	0.1587289955
680	0.1584304551
681	0.1583032753
682	0.1579437332
683	0.1577796311
684	0.1572057215
685	0.156719702
686	0.1562388069
687	0.1557242017
688	0.1550758543
689	0.154784812
690	0.1545258484
691	0.1538376288
692	0.1531833656
693	0.1525996895
694	0.1523123966
695	0.1518969484
696	0.151468498
697	0.1511557346
698	0.1507281524
699	0.1502261566
700	0.1499718504
701	0.1496985154
702	0.1494208088
703	0.1487962102
704	0.1484003943
705	0.1481414202
706	0.1477697833
707	0.1475545542
708	0.1471213805
709	0.1467828591
710	0.1463145182
711	0.1458317855
712	0.1454954994
713	0.14494926
714	0.14479115
715	0.1443637921
716	0.1438805377
717	0.1435045355
718	0.1432294369
719	0.1428348234
720	0.1426053157
721	0.1423329962
722	0.1417505169
723	0.1413545138
724	0.14097131
725	0.140551077
726	0.1400609038
727	0.1396076279
728	0.1390083148
729	0.1386040136
730	0.1381495773
731	0.1376742552
732	0.1375390409
733	0.1369922082
734	0.1366288481
735	0.1361009492
736	0.1357392544
737	0.1353042949
738	0.1348687331
739	0.1347010518
740	0.1343193044
741	0.1338452242
742	0.1335637127
743	0.1333131379
744	0.1330280442
745	0.1325675516
746	0.132207971
747	0.1318913998
748	0.1317182081
749	0.1314566131
750	0.1312567969
751	0.130966452
752	0.1304913963
753	0.1302828694
754	0.1300115542
755	0.1296742998
756	0.1291219538
757	0.1289395271
758	0.1284958266
759	0.1281865939
760	0.1279412456
761	0.1274180996
762	0.1272721213
763	0.1268584329
764	0.1266428329
765	0.126114265
766	0.1257476228
767	0.1256790037
768	0.125375689
769	0.1252138813
770	0.1249591363
771	0.1247037247
772	0.1242592426
773	0.1239733935
774	0.1235634087
775	0.1231199747
776	0.1228191048
777	0.1224775647
778	0.1222867341
779	0.1219172416
780	0.1215565965
781	0.1211439608
782	0.1208769629
783	0.1205387424
784	0.1202965628
785	0.1199147336
786	0.1197904673
787	0.1195742236
788	0.1192088838
789	0.1190610865
790	0.1188523188
791	0.1184905594
792	0.1179891969
793	0.1178100966
794	0.1173404354
795	0.1170879163
796	0.1168905019
797	0.116497535
798	0.1162378507
799	0.115792829
800	0.1154754974
801	0.1149617959
802	0.1147450764
803	0.1145580346
804	0.1142584285
805	0.1137947895
806	0.1134359103
807	0.1131146834
808	0.1127264308
809	0.112447838
810	0.1120623783
811	0.1118836538
812	0.1114991538
813	0.1111795863
814	0.1110001255
815	0.1105492761
816	0.1101356921
817	0.1097969508
818	0.1094451161
819	0.1092911092
820	0.1089480541
821	0.1085273289
822	0.108376323
823	0.1083601631
824	0.1079820397
825	0.107560607
826	0.1073917211
827	0.1071276592
828	0.1067761474
829	0.1064042289
830	0.1062066592
831	0.1059987365
832	0.1058839333
833	0.1056461314
834	0.1053504253
835	0.1049796337
836	0.1047643355
837	0.1042921916
838	0.1041061255
839	0.1040159632
840	0.1037088541
841	0.1035468651
842	0.1031421161
843	0.1028566019
844	0.1027577547
845	0.1025452877
846	0.1023683634
847	0.1020894372
848	0.1017632436
849	0.1015109652
850	0.1014286197
851	0.1010066894
852	0.1007712155
853	0.1005258166
854	0.1002350032
855	0.09996046665
856	0.09974632244
857	0.09952966123
858	0.09921648396
859	0.09898494575
860	0.09884444782
861	0.09863211746
862	0.09845177313
863	0.09815309824
864	0.09779386871
865	0.09759162585
866	0.09721046822
867	0.09689667218
868	0.0965718375
869	0.09632610173
870	0.09623204277
871	0.09600950798
872	0.09579516894
873	0.09568274643
874	0.09549843153
875	0.09528933381
876	0.09510231997
877	0.09478508644
878	0.09464677824
879	0.09450384797
880	0.09430854739
881	0.09416481735
882	0.09408548873
883	0.09394240812
884	0.0936387598
885	0.0933364158
886	0.09308570414
887	0.0929967234
888	0.09287563812
889	0.0925158658
890	0.0923995588
891	0.09203488445
892	0.09180045795
893	0.09139983938
894	0.09125329806
895	0.09111439201
896	0.09089117678
897	0.09074934867
898	0.09062842718
899	0.09034791423
900	0.08997236462
901	0.08977323448
902	0.08944648701
903	0.08933048973
904	0.08914965136
905	0.08893541799
906	0.0888286254
907	0.08864098178
908	0.0884633014
909	0.0883488835
910	0.08805900189
911	0.08775884317
912	0.08769984156
913	0.08754313997
914	0.08748728757
915	0.08733053123
916	0.08719479197
917	0.08692500408
918	0.08677136795
919	0.08660568848
920	0.08643632498
921	0.08626037247
922	0.08598400405
923	0.08578905692
924	0.08554926252
925	0.08532804032
926	0.08510722061
927	0.08490772841
928	0.08477001178
929	0.08441274206
930	0.08424722719
931	0.0840540703
932	0.08371992908
933	0.08352362524
934	0.08333951382
935	0.08310615567
936	0.08279529989
937	0.08267270736
938	0.08248803661
939	0.0824039469
940	0.08224238174
941	0.08192147471
942	0.08169074857
943	0.08144391039
944	0.08118095689
945	0.08094398041
946	0.08058420498
947	0.08038792705
948	0.08031549377
949	0.08001060387
950	0.08000346189
951	0.07975538646
952	0.07949939609
953	0.0792931024
954	0.07905721095
955	0.0789023025
956	0.07876123884
957	0.0784612707
958	0.07831774473
959	0.07800201846
960	0.07798085922
961	0.07783579132
962	0.07756420488
963	0.07740093876
964	0.07716042376
965	0.07692632032
966	0.07681687035
967	0.07670914929
968	0.07647817289
969	0.07624008333
970	0.07594072042
971	0.07586714595
972	0.07560620075
973	0.07532959294
974	0.07527947309
975	0.07503167349
976	0.07488668494
977	0.07459728807
978	0.07446599752
979	0.07422931137
980	0.07402852013
981	0.07374724588
982	0.07368192946
983	0.07364599479
984	0.07357121802
985	0.07343051365
986	0.07315305006
987	0.07302401996
988	0.07282617877
989	0.07272635305
990	0.07246150469
991	0.07233564622
992	0.07223291712
993	0.07219253927
994	0.07208592575
995	0.07184048918
996	0.07168899857
997	0.07159639089
998	0.0714810264
999	0.07124357655
